;movie_title;title_year;language;country;Couleur;duration;budget;genres;cast_total_facebook_likes;movie_facebook_likes;imdb_score;movie_imdb_link;action;adventure;animation;biography;comedy;crime;documentary;drama;family;fantasy;film-noir;game-show;history;horror;music;musical;mystery;news;reality-tv;romance;sci-fi;short;sport;thriller;war;western;english;french;australia;canada;france;germany;uk;usa; black and white;color
1170;American Hustle ;2013.0;English;USA;Color;138.0;40000000.0;Crime|Drama;83012.0;63000.0;7.3;http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1171;The Proposal ;2009.0;English;USA;Color;108.0;40000000.0;Comedy|Drama|Romance;18656.0;10000.0;6.7;http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1172;Double Jeopardy ;1999.0;English;USA;Color;105.0;70000000.0;Crime|Mystery|Thriller;2129.0;0.0;6.4;http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1173;Back to the Future Part II ;1989.0;English;USA;Color;108.0;40000000.0;Adventure|Comedy|Sci-Fi;3660.0;12000.0;7.8;http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
1174;Lucy ;2014.0;English;France;Color;89.0;40000000.0;Action|Sci-Fi|Thriller;32325.0;83000.0;6.4;http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1175;Fifty Shades of Grey ;2015.0;English;USA;Color;129.0;40000000.0;Drama|Romance;4585.0;101000.0;4.1;http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1176;Spy Kids 3-D: Game Over ;2003.0;English;USA;Color;84.0;38000000.0;Action|Adventure|Comedy|Family|Sci-Fi;22935.0;681.0;4.1;http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1177;A Time to Kill ;1996.0;English;USA;Color;149.0;40000000.0;Crime|Drama|Thriller;31349.0;0.0;7.4;http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1178;Cheaper by the Dozen ;2003.0;English;USA;Color;94.0;40000000.0;Comedy|Family;7014.0;0.0;5.8;http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1179;Lone Survivor ;2013.0;English;USA;Color;121.0;40000000.0;Action|Biography|Drama|Thriller|War;1261.0;58000.0;7.6;http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1180;A League of Their Own ;1992.0;English;USA; Black and White;128.0;40000000.0;Comedy|Drama|Sport;16751.0;0.0;7.2;http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1181;The Conjuring 2 ;2016.0;English;USA;Color;134.0;40000000.0;Horror|Mystery|Thriller;2676.0;40000.0;7.8;http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1182;The Social Network ;2010.0;English;USA;Color;120.0;40000000.0;Biography|Drama;10555.0;74000.0;7.7;http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1183;He's Just Not That Into You ;2009.0;English;USA;Color;129.0;40000000.0;Comedy|Drama|Romance;318.0;12000.0;6.4;http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1184;Scary Movie 4 ;2006.0;English;USA;Color;89.0;45000000.0;Comedy;5855.0;1000.0;5.1;http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1185;Scream 3 ;2000.0;English;USA;Color;116.0;40000000.0;Horror|Mystery;600.0;0.0;5.5;http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1186;Back to the Future Part III ;1990.0;English;USA;Color;118.0;40000000.0;Adventure|Comedy|Sci-Fi|Western;3986.0;0.0;7.4;http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1187;Get Hard ;2015.0;English;USA;Color;107.0;40000000.0;Comedy|Crime;12556.0;14000.0;6.0;http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1188;Bram Stoker's Dracula ;1992.0;English;USA;Color;155.0;40000000.0;Fantasy|Horror|Romance;42220.0;14000.0;7.5;http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1189;Julie & Julia ;2009.0;English;USA;Color;123.0;40000000.0;Biography|Drama|Romance;13321.0;13000.0;7.0;http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1190;42 ;2013.0;English;USA;Color;128.0;40000000.0;Biography|Drama|Sport;16911.0;28000.0;7.5;http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1191;The Talented Mr. Ripley ;1999.0;English;USA;Color;139.0;40000000.0;Crime|Drama|Thriller;36810.0;0.0;7.3;http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1192;Dumb and Dumber To ;2014.0;English;USA;Color;109.0;35000000.0;Comedy;16179.0;55000.0;5.7;http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1193;Eight Below ;2006.0;English;USA;Color;120.0;40000000.0;Adventure|Drama|Family;24300.0;11000.0;7.3;http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1194;The Intern ;2015.0;English;USA;Color;121.0;35000000.0;Comedy|Drama;36010.0;54000.0;7.2;http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1195;Ride Along 2 ;2016.0;English;USA;Color;102.0;40000000.0;Action|Comedy;5178.0;0.0;5.9;http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1196;The Last of the Mohicans ;1992.0;English;USA;Color;117.0;40000000.0;Action|Adventure|Drama|Romance|War;2144.0;0.0;7.8;http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
1197;Ray ;2004.0;English;USA;Color;178.0;40000000.0;Biography|Drama|Music;5074.0;0.0;7.7;http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1198;Sin City ;2005.0;English;USA; Black and White;147.0;40000000.0;Crime|Thriller;3924.0;13000.0;8.1;http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1199;Vantage Point ;2008.0;English;USA;Color;90.0;40000000.0;Crime|Drama|Mystery|Thriller;6775.0;0.0;6.6;http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1200;I Love You, Man ;2009.0;English;USA;Color;105.0;40000000.0;Comedy|Romance;28928.0;0.0;7.1;http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1201;Shallow Hal ;2001.0;English;USA;Color;114.0;40000000.0;Comedy|Drama|Fantasy|Romance;2842.0;0.0;5.9;http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1202;JFK ;1991.0;English;France; Black and White;206.0;40000000.0;Drama|History|Thriller;698.0;0.0;8.0;http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1203;Big Momma's House 2 ;2006.0;English;USA;Color;99.0;40000000.0;Comedy|Crime;19334.0;663.0;4.6;http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1204;The Mexican ;2001.0;English;USA;Color;123.0;34000000.0;Adventure|Comedy|Crime|Romance;43917.0;2000.0;6.1;http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1205;17 Again ;2009.0;English;USA;Color;102.0;20000000.0;Comedy|Drama|Family|Fantasy|Romance;7009.0;0.0;6.4;http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1206;The Other Woman ;2014.0;English;USA;Color;109.0;40000000.0;Comedy|Romance;2357.0;16000.0;6.0;http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1207;The Final Destination ;2009.0;English;USA;Color;82.0;40000000.0;Horror;303717.0;0.0;5.2;http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1208;Bridge of Spies ;2015.0;English;USA;Color;142.0;40000000.0;Drama|History|Thriller;16944.0;55000.0;7.6;http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1209;Behind Enemy Lines ;2001.0;English;USA;Color;106.0;40000000.0;Action|Drama|Thriller|War;2544.0;0.0;6.4;http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1211;Shall We Dance ;2004.0;English;USA;Color;106.0;50000000.0;Comedy|Drama|Romance;2325.0;0.0;6.1;http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1212;Small Soldiers ;1998.0;English;USA;Color;108.0;40000000.0;Action|Adventure|Comedy|Family|Sci-Fi;8610.0;0.0;6.1;http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
1213;Spawn ;1997.0;English;USA;Color;98.0;40000000.0;Action|Horror;7039.0;0.0;5.2;http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1214;The Count of Monte Cristo ;2002.0;English;UK;Color;131.0;35000000.0;Action|Adventure|Drama|Romance|Thriller;17152.0;0.0;7.7;http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1215;The Lincoln Lawyer ;2011.0;English;USA;Color;118.0;40000000.0;Crime|Drama|Thriller;13943.0;25000.0;7.3;http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
1216;Unknown ;2011.0;English;UK;Color;113.0;30000000.0;Action|Mystery|Thriller;17152.0;29000.0;6.9;http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1217;The Prestige ;2006.0;English;USA;Color;130.0;40000000.0;Drama|Mystery|Sci-Fi|Thriller;63986.0;49000.0;8.5;http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
1218;Horrible Bosses 2 ;2014.0;English;USA;Color;116.0;42000000.0;Comedy|Crime;30571.0;12000.0;6.3;http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1219;Escape from Planet Earth ;2013.0;English;USA;Color;89.0;40000000.0;Adventure|Animation|Comedy|Family|Sci-Fi;3361.0;0.0;5.9;http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1221;The Living Daylights ;1987.0;English;UK;Color;130.0;30000000.0;Action|Adventure|Thriller;1233.0;0.0;6.7;http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1222;Predators ;2010.0;English;USA;Color;107.0;40000000.0;Action|Adventure|Sci-Fi|Thriller;4243.0;17000.0;6.4;http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1223;Legal Eagles ;1986.0;English;USA;Color;116.0;40000000.0;Comedy|Crime|Romance;2179.0;263.0;5.9;http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1224;Secret Window ;2004.0;English;USA;Color;96.0;40000000.0;Mystery|Thriller;41293.0;0.0;6.6;http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1225;The Lake House ;2006.0;English;USA;Color;99.0;40000000.0;Drama|Fantasy|Romance;18693.0;0.0;6.8;http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1226;The Skeleton Key ;2005.0;English;USA; Black and White;104.0;43000000.0;Horror|Mystery|Thriller;1274.0;0.0;6.5;http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1227;The Odd Life of Timothy Green ;2012.0;English;USA;Color;105.0;25000000.0;Comedy|Drama|Family|Fantasy;9069.0;11000.0;6.6;http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1228;Made of Honor ;2008.0;English;USA;Color;101.0;40000000.0;Comedy|Romance;4298.0;3000.0;5.8;http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
